"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","6/11","105/18903",1.14818427967896e-11,1.59785519814723e-08,3.74766675613854e-09,"AKT1/ATM/EP300/MDM2/SIRT1/TP53",6
"GO:0009408","GO:0009408","response to heat","6/11","114/18903",1.8988178231102e-11,1.59785519814723e-08,3.74766675613854e-09,"AKT1/ATM/EP300/GSK3B/HSP90AA1/SIRT1",6
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","7/11","298/18903",7.05348716467413e-11,3.82676834707568e-08,8.97543941053494e-09,"AKT1/ATM/EP300/MDM2/SFN/SIRT1/TP53",7
"GO:0036293","GO:0036293","response to decreased oxygen levels","7/11","309/18903",9.09511193600874e-11,3.82676834707568e-08,8.97543941053494e-09,"AKT1/ATM/EP300/MDM2/PTEN/SIRT1/TP53",7
"GO:1900034","GO:1900034","regulation of cellular response to heat","4/11","17/18903",1.47110464255523e-10,4.68427396674485e-08,1.09866637741459e-08,"ATM/EP300/GSK3B/SIRT1",4
"GO:0070482","GO:0070482","response to oxygen levels","7/11","337/18903",1.66997289367018e-10,4.68427396674485e-08,1.09866637741459e-08,"AKT1/ATM/EP300/MDM2/PTEN/SIRT1/TP53",7
"GO:0034605","GO:0034605","cellular response to heat","5/11","66/18903",2.02101479789573e-10,4.85909700694072e-08,1.13966999881338e-08,"ATM/EP300/GSK3B/HSP90AA1/SIRT1",5
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","6/11","173/18903",2.39612926372664e-10,5.04085693856492e-08,1.18230062354933e-08,"AKT1/ATM/EP300/MDM2/SIRT1/TP53",6
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","6/11","185/18903",3.5939098341168e-10,6.24874047811069e-08,1.46560195095945e-08,"AKT1/ATM/CDK2/MDM2/PTEN/TP53",6
"GO:0009266","GO:0009266","response to temperature stimulus","6/11","186/18903",3.71285827576393e-10,6.24874047811069e-08,1.46560195095945e-08,"AKT1/ATM/EP300/GSK3B/HSP90AA1/SIRT1",6
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","5/11","87/18903",8.3094864823289e-10,1.17937893348477e-07,2.76615755109479e-08,"ATM/CDK2/MDM2/PTEN/TP53",5
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","6/11","213/18903",8.40911895532815e-10,1.17937893348477e-07,2.76615755109479e-08,"AKT1/ATM/CDK2/MDM2/PTEN/TP53",6
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","4/11","29/18903",1.46286123910643e-09,1.83057898465357e-07,4.29350545232567e-08,"ATM/CDK2/MDM2/TP53",4
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","5/11","98/18903",1.52276326709151e-09,1.83057898465357e-07,4.29350545232567e-08,"ATM/CDK2/MDM2/PTEN/TP53",5
