"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030330","GO:0030330","DNA damage response, signal transduction by p53 class mediator","3/5","74/18903",5.72681707736262e-07,0.0002451830068415,5.62214351699386e-05,"KAT5/MDM2/TP53",3
"GO:0006289","GO:0006289","nucleotide-excision repair","3/5","84/18903",8.41108085219554e-07,0.0002451830068415,5.62214351699386e-05,"KAT5/RPA1/TP53",3
"GO:0010212","GO:0010212","response to ionizing radiation","3/5","143/18903",4.19258689105627e-06,0.000618916730068257,0.000141920059074964,"KAT5/MDM2/TP53",3
"GO:0071236","GO:0071236","cellular response to antibiotic","2/5","14/18903",5.0872294898684e-06,0.000618916730068257,0.000141920059074964,"MDM2/TP53",2
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","3/5","173/18903",7.43308696246993e-06,0.000618916730068257,0.000141920059074964,"KAT5/MDM2/TP53",3
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","3/5","181/18903",8.5138330225813e-06,0.000618916730068257,0.000141920059074964,"KAT5/MDM2/TP53",3
"GO:0006977","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","2/5","18/18903",8.54963302605792e-06,0.000618916730068257,0.000141920059074964,"MDM2/TP53",2
"GO:0006978","GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","2/5","18/18903",8.54963302605792e-06,0.000618916730068257,0.000141920059074964,"KAT5/TP53",2
"GO:0042772","GO:0042772","DNA damage response, signal transduction resulting in transcription","2/5","19/18903",9.55446067000741e-06,0.000618916730068257,0.000141920059074964,"KAT5/TP53",2
"GO:0071897","GO:0071897","DNA biosynthetic process","3/5","198/18903",1.11459853144186e-05,0.000649810943830602,0.000149004224729595,"RCHY1/RPA1/TP53",3
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint signaling","2/5","29/18903",2.26608537487814e-05,0.00108872627406566,0.000249649249447213,"MDM2/TP53",2
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint signaling","2/5","30/18903",2.42769152021502e-05,0.00108872627406566,0.000249649249447213,"MDM2/TP53",2
"GO:0071480","GO:0071480","cellular response to gamma radiation","2/5","30/18903",2.42769152021502e-05,0.00108872627406566,0.000249649249447213,"MDM2/TP53",2
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","2/5","33/18903",2.94577919022499e-05,0.00122670661992941,0.000281288689592913,"MDM2/TP53",2
"GO:0060218","GO:0060218","hematopoietic stem cell differentiation","2/5","35/18903",3.31887764833331e-05,0.00128993711265221,0.000295787692167249,"KAT5/TP53",2
"GO:0006302","GO:0006302","double-strand break repair","3/5","300/18903",3.86537458837672e-05,0.00134434655820062,0.000308263993665213,"KAT5/RPA1/TP53",3
"GO:0043516","GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator","2/5","38/18903",3.92004999818361e-05,0.00134434655820062,0.000308263993665213,"MDM2/TP53",2
"GO:2001020","GO:2001020","regulation of response to DNA damage stimulus","3/5","312/18903",4.34551490945457e-05,0.00140746399567334,0.000322737072222649,"KAT5/MDM2/TP53",3
"GO:0046677","GO:0046677","response to antibiotic","2/5","47/18903",6.02209945416437e-05,0.00184783367461991,0.000423715584863643,"MDM2/TP53",2
"GO:0042149","GO:0042149","cellular response to glucose starvation","2/5","54/18903",7.96598996633683e-05,0.00232208607518719,0.000532463539855146,"KAT5/TP53",2
"GO:0010332","GO:0010332","response to gamma radiation","2/5","57/18903",8.88167635582419e-05,0.00246572253116453,0.000565399948466001,"MDM2/TP53",2
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","3/5","429/18903",0.000112203161088919,0.00297338376885636,0.000681808682214964,"KAT5/MDM2/RCHY1",3
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","3/5","450/18903",0.000129323457557968,0.00318313562678974,0.000729905614520714,"KAT5/MDM2/RCHY1",3
"GO:0009314","GO:0009314","response to radiation","3/5","452/18903",0.00013103817331553,0.00318313562678974,0.000729905614520714,"KAT5/MDM2/TP53",3
"GO:0060411","GO:0060411","cardiac septum morphogenesis","2/5","72/18903",0.000142014411492814,0.00331177607601243,0.000759403379351048,"MDM2/TP53",2
"GO:0071479","GO:0071479","cellular response to ionizing radiation","2/5","75/18903",0.000154133281978827,0.00345614243821755,0.000792507158352675,"MDM2/TP53",2
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint signaling","2/5","81/18903",0.000179846568179707,0.00374466247317033,0.000858665945820406,"MDM2/TP53",2
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","2/5","81/18903",0.000179846568179707,0.00374466247317033,0.000858665945820406,"MDM2/TP53",2
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint signaling","2/5","85/18903",0.000198080234194378,0.00398209574259731,0.000913110335487693,"MDM2/TP53",2
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","2/5","87/18903",0.00020752408874867,0.00403288479134916,0.000924756465651969,"MDM2/TP53",2
"GO:0032436","GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process","2/5","94/18903",0.000242292050092585,0.00455665371625733,0.00104485875591709,"MDM2/RCHY1",2
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","2/5","98/18903",0.000263355194507308,0.00479800244993001,0.00110020097705356,"MDM2/TP53",2
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","2/5","105/18903",0.000302304195388949,0.00532710587783917,0.00122152648999833,"MDM2/TP53",2
"GO:0003279","GO:0003279","cardiac septum development","2/5","107/18903",0.000313920019626946,0.00532710587783917,0.00122152648999833,"MDM2/TP53",2
"GO:0090398","GO:0090398","cellular senescence","2/5","108/18903",0.000319809100727909,0.00532710587783917,0.00122152648999833,"KAT5/TP53",2
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","2/5","110/18903",0.000331749513539081,0.00537249906648012,0.00123193532805448,"MDM2/RCHY1",2
"GO:1901800","GO:1901800","positive regulation of proteasomal protein catabolic process","2/5","118/18903",0.000381671945170828,0.00599866535496651,0.00137551773960593,"MDM2/RCHY1",2
"GO:0042752","GO:0042752","regulation of circadian rhythm","2/5","120/18903",0.000394692050065796,0.00599866535496651,0.00137551773960593,"KAT5/TP53",2
"GO:0000077","GO:0000077","DNA damage checkpoint signaling","2/5","121/18903",0.000401282931121259,0.00599866535496651,0.00137551773960593,"MDM2/TP53",2
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","2/5","126/18903",0.000435044925179888,0.00634077978449687,0.00145396593415384,"MDM2/TP53",2
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","2/5","129/18903",0.000455947565348349,0.00648335196580702,0.00148665830036561,"MDM2/TP53",2
"GO:0002244","GO:0002244","hematopoietic progenitor cell differentiation","2/5","133/18903",0.000484569794650097,0.00672629024478586,0.00154236501054041,"KAT5/TP53",2
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","2/5","136/18903",0.000506599889252145,0.00686855198683722,0.00157498619179981,"MDM2/RCHY1",2
"GO:1903008","GO:1903008","organelle disassembly","2/5","139/18903",0.000529112395649761,0.00689953261181394,0.00158209017188836,"KAT5/TP53",2
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","2/5","141/18903",0.000544388507964736,0.00689953261181394,0.00158209017188836,"MDM2/TP53",2
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","2/5","141/18903",0.000544388507964736,0.00689953261181394,0.00158209017188836,"MDM2/RCHY1",2
"GO:0071456","GO:0071456","cellular response to hypoxia","2/5","151/18903",0.000623977153587037,0.00773997192640942,0.0017748062375264,"MDM2/TP53",2
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","2/5","159/18903",0.00069148943856539,0.00839871547257547,0.00192585874337291,"MDM2/TP53",2
"GO:0003205","GO:0003205","cardiac chamber development","2/5","167/18903",0.000762406655615783,0.00886923135351601,0.00203374989960555,"MDM2/TP53",2
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","2/5","169/18903",0.000780666941311288,0.00886923135351601,0.00203374989960555,"KAT5/RPA1",2
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","2/5","170/18903",0.000789876636186515,0.00886923135351601,0.00203374989960555,"MDM2/RCHY1",2
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","2/5","172/18903",0.000808455043503161,0.00886923135351601,0.00203374989960555,"MDM2/TP53",2
"GO:0000725","GO:0000725","recombinational repair","2/5","173/18903",0.000817823721357437,0.00886923135351601,0.00203374989960555,"KAT5/RPA1",2
"GO:0009267","GO:0009267","cellular response to starvation","2/5","175/18903",0.000836719939010944,0.00886923135351601,0.00203374989960555,"KAT5/TP53",2
"GO:0071453","GO:0071453","cellular response to oxygen levels","2/5","175/18903",0.000836719939010944,0.00886923135351601,0.00203374989960555,"MDM2/TP53",2
"GO:0048771","GO:0048771","tissue remodeling","2/5","179/18903",0.000875147338170345,0.00911090889559484,0.00208916751781266,"MDM2/TP53",2
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","2/5","185/18903",0.000934373773652174,0.00949314561207482,0.00217681591176944,"MDM2/TP53",2
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","2/5","186/18903",0.000944429580618078,0.00949314561207482,0.00217681591176944,"MDM2/TP53",2
"GO:0071478","GO:0071478","cellular response to radiation","2/5","189/18903",0.000974913343928532,0.00963346575441244,0.0022089918765196,"MDM2/TP53",2
"GO:0061136","GO:0061136","regulation of proteasomal protein catabolic process","2/5","194/18903",0.0010267730561318,0.00981325724139085,0.00225021877702742,"MDM2/RCHY1",2
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","2/5","194/18903",0.0010267730561318,0.00981325724139085,0.00225021877702742,"MDM2/TP53",2
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","2/5","209/18903",0.00119023318052746,0.0110489330754346,0.00253356414296325,"MDM2/RCHY1",2
"GO:0007623","GO:0007623","circadian rhythm","2/5","210/18903",0.00120154987766131,0.0110489330754346,0.00253356414296325,"KAT5/TP53",2
"GO:0042594","GO:0042594","response to starvation","2/5","211/18903",0.00121291889678871,0.0110489330754346,0.00253356414296325,"KAT5/TP53",2
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","2/5","213/18903",0.00123581383229237,0.0110842994496377,0.00254167379273086,"MDM2/TP53",2
"GO:1903050","GO:1903050","regulation of proteolysis involved in protein catabolic process","2/5","227/18903",0.00140192498059597,0.0123836706619311,0.00283962476133474,"MDM2/RCHY1",2
"GO:0031669","GO:0031669","cellular response to nutrient levels","2/5","231/18903",0.00145126045548851,0.0126281320231314,0.00289568072029915,"KAT5/TP53",2
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","2/5","246/18903",0.00164366408869107,0.0140920024074543,0.00323135200098708,"MDM2/TP53",2
"GO:0048863","GO:0048863","stem cell differentiation","2/5","248/18903",0.00167019815306865,0.0141119641049134,0.003235929297326,"KAT5/TP53",2
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","2/5","250/18903",0.00169693890131629,0.0141330768495342,0.00324077053334089,"MDM2/TP53",2
"GO:0003007","GO:0003007","heart morphogenesis","2/5","258/18903",0.00180596600138356,0.0148292701240369,0.00340041041031449,"MDM2/TP53",2
"GO:0090068","GO:0090068","positive regulation of cell cycle process","2/5","260/18903",0.00183373812065151,0.0148481850602754,0.00340474768015704,"KAT5/MDM2",2
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","2/5","262/18903",0.0018617161047678,0.0148682258778031,0.00340934311904125,"KAT5/TP53",2
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","2/5","272/18903",0.00200468922742702,0.0157937002647291,0.00362155806377286,"MDM2/TP53",2
"GO:0071824","GO:0071824","protein-DNA complex subunit organization","2/5","277/18903",0.00207809917226844,0.0161537575657667,0.00370412062986796,"KAT5/TP53",2
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","2/5","280/18903",0.00212275939710193,0.0162837990593477,0.00373393965972223,"MDM2/TP53",2
"GO:0006260","GO:0006260","DNA replication","2/5","286/18903",0.00221345978580797,0.0167590526639747,0.00384291719477256,"RPA1/TP53",2
"GO:0001666","GO:0001666","response to hypoxia","2/5","296/18903",0.00236870720646662,0.0174804595110132,0.00400833864385424,"MDM2/TP53",2
"GO:0030217","GO:0030217","T cell differentiation","2/5","296/18903",0.00236870720646662,0.0174804595110132,0.00400833864385424,"KAT5/TP53",2
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","2/5","298/18903",0.00240036748515943,0.0174926780480993,0.00401114040283221,"MDM2/TP53",2
"GO:0048511","GO:0048511","rhythmic process","2/5","302/18903",0.0024642977524242,0.0177368591316458,0.00406713209301979,"KAT5/TP53",2
"GO:0034504","GO:0034504","protein localization to nucleus","2/5","306/18903",0.00252904006302928,0.0179808580090985,0.00412308200262797,"MDM2/TP53",2
